"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"1475","ARID3B","cluster_000074","#472A7AFF","ARID3B","","Endocytic Recycling ","2/64","DENND1C;EHD1",0.00441521461580014,0.130040849006554,"GO:0032456"
"1476","POLR3F","cluster_000119","#424186FF","POLR3F","","DNA-templated Transcription Initiation ","4/59","TFAM;POLR2G;POLR2I;GTF2F1",1.32614655025195e-06,0.000282469215203666,"GO:0006352"
"1477","POLR3G","cluster_000385","#26AD81FF","POLR3G","","Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process ","1/6","ZNF598",0.00538846593898824,0.0810756545977517,"GO:1990116"
"1478","POLR3C","cluster_000037","#481769FF","POLR3C","","Spindle Assembly ","3/81","TNKS;TUBGCP4;CLASP1",0.000414935113603156,0.127944676567089,"GO:0051225"
"1479","IVNS1ABP","cluster_000274","#26828EFF","IVNS1ABP","","Copper Ion Import ","1/6","ATP7B",0.00628419133253944,0.0853402234931512,"GO:0015677"
"1480","MYL12A","cluster_000327","#1F978BFF","MYL12A","","Positive Regulation Of Dephosphorylation ","2/29","CNEP1R1;MTMR9",0.000379510134877263,0.0487680987009767,"GO:0035306"
"1481","TXNIP","cluster_000528","#9CD93CFF","TXNIP","","Regulation Of MAP Kinase Activity ","2/114","GHR;DUSP1",0.00280240320978446,0.0470350843692214,"GO:0043405"
"1482","TAF6L","cluster_000004","#440256FF","TAF6L","","Histone H3-K4 Methylation ","3/26","KMT2D;SETD1B;SETD1A",0.00019888399924703,0.0705075597985639,"GO:0051568"
"1483","CENPF","cluster_000581","#D6E21AFF","CENPF","","Regulation Of G2/M Transition Of Mitotic Cell Cycle ","3/35","CENPF;CDK1;KIF14",1.06838132210155e-06,0.000161325579637334,"GO:0010389"
"1484","ATP5MG","cluster_000590","#DFE318FF","ATP5MG","","Small GTPase Mediated Signal Transduction ","2/112","BCR;RERG",0.0019774878100937,0.0559104883296746,"GO:0007264"
"1485","RASL10A","cluster_000239","#2B748EFF","RASL10A","","Vitamin Transport ","2/39","SLC2A10;FOLR2",0.00083503162608132,0.0633403017653057,"GO:0051180"
"1486","GAS2L1","cluster_000203","#31668EFF","GAS2L1","","Purine Ribonucleoside Triphosphate Metabolic Process ","2/32","BAD;GTPBP1",0.000669606715807043,0.100415635861732,"GO:0009205"
"1487","RAD51AP1","cluster_000070","#482978FF","RAD51AP1","","DNA Replication ","8/73","FAM111B;RFC3;RNASEH2A;RFC2;POLE2;DONSON;MCM5;MCM2",2.07948210155724e-13,5.36506382201768e-11,"GO:0006260"
"1488","RGS14","cluster_000176","#375B8DFF","RGS14","","Amino-Acid Betaine Transport ","2/7","SLC22A4;SLC22A5",3.137939174615e-05,0.00637001652446845,"GO:0015838"
"1489","LEFTY1","cluster_000159","#3A538BFF","LEFTY1","","Positive Regulation Of Insulin Secretion ","2/40","TUNAR;GCK",0.00113645695364688,0.0871168048463446,"GO:0032024"
"1490","EXOC5","cluster_000602","#ECE51BFF","EXOC5","","post-Golgi Vesicle-Mediated Transport ","2/56","SCFD1;EXOC5",0.000499143832182688,0.0334426367562401,"GO:0006892"
"1491","NPRL2","cluster_000583","#D8E219FF","NPRL2","","Negative Regulation Of Supramolecular Fiber Organization ","2/71","ARPIN;TTBK2",0.000801422123683058,0.0511028146218935,"GO:1902904"
"1492","IGF2BP1","cluster_000218","#2E6D8EFF","IGF2BP1","","Peptide Antigen Assembly With MHC Class II Protein Complex ","2/14","HLA-DQA2;HLA-DQB2",0.000114153105118571,0.00534398285528452,"GO:0002503"
"1493","IGF2BP3","cluster_000278","#25838EFF","IGF2BP3","","Regulation Of Embryonic Development ","2/62","RUVBL2;TLE6",0.00191163326183499,0.0912918153429142,"GO:0045995"
"1494","CAMKK2","cluster_000542","#ABDC32FF","CAMKK2","","Calcium-Mediated Signaling ","2/85","ATP2A2;CAMKK2",0.00157136499382216,0.0444288501756926,"GO:0019722"
"1495","PRELID3A","cluster_000190","#34618DFF","PRELID3A","","tRNA Aminoacylation For Protein Translation ","3/35","GARS1;YARS1;TARS1",9.68881533984934e-06,0.00172460913049318,"GO:0006418"
"1496","MTX2","cluster_000195","#33638DFF","MTX2","","Aerobic Electron Transport Chain ","9/68","COX8A;NDUFB7;NDUFS8;NDUFA1;NDUFS3;NDUFAF1;NDUFV2;NDUFV1;COX6B1",4.39304993865469e-17,3.44481037338762e-15,"GO:0019646"
"1497","SPINT2","cluster_000426","#3EBC74FF","SPINT2","","Axonemal Dynein Complex Assembly ","2/37","DNAAF3;DNAAF4",0.000445033561625416,0.0578589231935483,"GO:0070286"
"1498","KHDRBS3","cluster_000371","#22A884FF","KHDRBS3","","Regulation Of Extracellular Matrix Assembly ","1/6","SMAD3",0.00538846593898824,0.11210688495573,"GO:1901201"
"1499","CELF1","cluster_000071","#482979FF","CELF1","","RNA Processing ","3/183","RNGTT;CELF1;PRPF4B",0.00307496050960311,0.139282786101799,"GO:0006396"
"1500","CELF2","cluster_000164","#39558CFF","CELF2","","T Cell Activation ","3/111","ITK;ZAP70;RHOH",0.000350063318031517,0.0572577949356645,"GO:0042110"
"1501","CES1","cluster_000213","#306A8EFF","CES1","","Aortic Valve Morphogenesis ","3/37","CDH11;SNAI1;EMILIN1",1.0061432882874e-05,0.00332027285134841,"GO:0003180"
"1502","LBX1","cluster_000003","#440256FF","LBX1","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"1503","CXCR6","cluster_000184","#355F8DFF","CXCR6","","Negative Regulation Of Tumor Necrosis Factor Production ","3/47","CLEC4A;LILRA4;VSIR",2.69761128487376e-05,0.00287645932093353,"GO:0032720"
"1504","CTCF","cluster_000358","#1FA287FF","CTCF","","Chromatin Remodeling ","3/228","CTCF;SUDS3;BRD7",0.00123796164376147,0.0879100153194036,"GO:0006338"
"1505","FARS2","cluster_000331","#1F988BFF","FARS2","","Ubiquitin-Dependent Protein Catabolic Process ","4/367","FBXW4;KLHDC3;CHMP4A;BTRC",0.00042817748764654,0.0636145096940258,"GO:0006511"
"1506","CGREF1","cluster_000176","#375B8DFF","CGREF1","","Amino-Acid Betaine Transport ","2/7","SLC22A4;SLC22A5",3.137939174615e-05,0.00637001652446845,"GO:0015838"
"1507","RRAGA","cluster_000593","#E3E418FF","RRAGA","","snRNA Modification ","1/5","MEPCE",0.00299665302989365,0.0772171748432329,"GO:0040031"
"1508","DCTN6","cluster_000599","#E9E51AFF","DCTN6","","Regulation Of Mitochondrial mRNA Stability ","1/6","FASTKD3",0.00359499844647963,0.0481209643523615,"GO:0044528"
"1509","GNA13","cluster_000202","#31668EFF","GNA13","","Negative Regulation Of Chemokine-Mediated Signaling Pathway ","1/5","RNF113A",0.00598613898759602,0.127182248535162,"GO:0070100"
"1510","TNFSF13B","cluster_000022","#470E61FF","TNFSF13B","","Negative Regulation Of Mast Cell Activation ","2/5","MILR1;CD300LF",3.88520160544551e-05,0.0165898108552523,"GO:0033004"
"1511","B3GNT2","cluster_000412","#35B679FF","B3GNT2","","Positive Regulation Of Vasculogenesis ","2/9","RAPGEF2;RIN2",2.43943498321304e-05,0.00536675696306868,"GO:2001214"
"1512","GNB5","cluster_000507","#86D549FF","GNB5","","Modulation Of Excitatory Postsynaptic Potential ","2/31","TMEM25;PRKCZ",0.000241080096237312,0.023143689238782,"GO:0098815"
"1513","EBP","cluster_000345","#1F9E89FF","EBP","","Positive Regulation Of Focal Adhesion Disassembly ","1/5","DUSP3",0.00474139160939957,0.0607625505211859,"GO:0120183"
"1514","DLL3","cluster_000030","#471365FF","DLL3","","Monoatomic Ion Transport ","3/107","SLC1A6;SLC5A5;CNGB1",0.00109597635555498,0.106695311503871,"GO:0006811"
"1515","CLDN16","cluster_000006","#450457FF","CLDN16","","Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules ","3/19","CLDN6;CLDN15;CLDN16",4.70028348740582e-05,0.0288127377777977,"GO:0016338"
"1516","FUT9","cluster_000043","#481A6CFF","FUT9","","Prostanoid Metabolic Process ","3/16","AKR1C3;AKR1C2;AKR1C4",2.70652104428757e-06,0.00030042383591592,"GO:0006692"
"1517","GMEB1","cluster_000328","#1F978BFF","GMEB1","","Regulation Of Multicellular Organismal Development ","3/59","ZZZ3;MEAF6;MYSM1",2.68226186592324e-05,0.00362105351899637,"GO:2000026"
"1518","RRH","cluster_000490","#75D054FF","RRH","","Positive Regulation Of Gastrulation ","1/6","SCX",0.00449206839321453,0.0685423174289334,"GO:2000543"
"1519","CNPY3","cluster_000182","#355E8DFF","CNPY3","","NLS-bearing Protein Import Into Nucleus ","2/17","KPNA3;KPNA1",0.000201670316023283,0.045577491421262,"GO:0006607"
"1520","CORIN","cluster_000073","#472A7AFF","CORIN","","Dorsal/Ventral Pattern Formation ","2/27","BMPR1B;CER1",0.000796617769218598,0.0961514247982474,"GO:0009953"
"1521","ADCY1","cluster_000136","#3E4989FF","ADCY1","","Positive Regulation Of Dendritic Cell Cytokine Production ","2/8","KIT;PLCG2",4.88949652785312e-05,0.0189223515627916,"GO:0002732"
"1522","FAM189B","cluster_000394","#2AB07FFF","FAM189B","","Aspartate Transmembrane Transport ","2/9","SLC25A22;LRRC8E",2.7437270887715e-05,0.00183308574656318,"GO:0015810"
"1523","USP39","cluster_000397","#2CB17EFF","USP39","","Protein Desumoylation ","1/7","SENP5",0.0062838777740326,0.0780833612845623,"GO:0016926"
"1524","CERS1","cluster_000508","#87D549FF","CERS1","","Negative Regulation Of Transferase Activity ","2/37","GDF1;BANF1",0.000344393458475379,0.0209914787233168,"GO:0051348"
"1525","AP4B1","cluster_000297","#228B8DFF","AP4B1","","Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway ","1/5","MAP2K6",0.00523943997247116,0.109480450523343,"GO:0035872"
"1526","NRG3","cluster_000142","#3E4C8AFF","NRG3","","Antigen Processing And Presentation Of Endogenous Peptide Antigen ","4/21","HLA-B;TAP1;HLA-F;HLA-E",1.32238245075502e-08,3.55720879253101e-06,"GO:0002483"
"1527","CFL1","cluster_000471","#63CB5FFF","CFL1","","Cytoskeleton Organization ","2/111","CFL1;SH3BGRL3",0.00348159800407959,0.0558316088662345,"GO:0007010"
"1528","UGT2B11","cluster_000018","#460B5EFF","UGT2B11","","Adult Heart Development ","2/8","MYH6;MYH7",0.000113908840443886,0.0114856849479846,"GO:0007512"
"1529","POLQ","cluster_000591","#E0E318FF","POLQ","","Positive Regulation Of Chromosome Separation ","2/13","CDCA8;NCAPH",2.56456811196791e-05,0.00105874005255253,"GO:1905820"
"1530","SLC12A7","cluster_000452","#52C569FF","SLC12A7","","Chloride Transmembrane Transport ","2/48","SLC5A1;SLC12A7",0.000662444042055785,0.0507594097401718,"GO:1902476"
"1531","NUDC","cluster_000293","#23898EFF","NUDC","","Ribosomal Large Subunit Biogenesis ","2/54","C1ORF109;NOC2L",0.00145394558227408,0.0682459073364465,"GO:0042273"
"1532","CFL2","cluster_000495","#7AD151FF","CFL2","","Regulation Of Actin Polymerization Or Depolymerization ","2/27","DAAM2;NAA80",0.000182291841891916,0.0171354331378401,"GO:0008064"
"1533","YME1L1","cluster_000343","#1E9D89FF","YME1L1","","Cytoplasmic Translation ","9/93","RPS15A;RPS27;RPL10;RPL35A;FAU;RPL26;RPL10A;RPS13;RPS24",6.07015598303751e-17,7.64839653862726e-15,"GO:0002181"
"1534","TCFL5","cluster_000394","#2AB07FFF","TCFL5","","Aspartate Transmembrane Transport ","2/9","SLC25A22;LRRC8E",2.7437270887715e-05,0.00183308574656318,"GO:0015810"
"1535","STAG3","cluster_000014","#46095DFF","STAG3","","Positive Regulation Of Mitochondrial Fission ","2/19","PINK1;MUL1",0.000901016066486868,0.108768823702596,"GO:0090141"
"1536","SIX2","cluster_000403","#2FB47CFF","SIX2","","Regulation Of Morphogenesis Of A Branching Structure ","1/5","SIX2",0.00424314398899693,0.0362210013357761,"GO:0060688"
"1537","RFPL3S","cluster_000057","#482173FF","RFPL3S","","Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway ","3/163","GPR78;HTR1D;GPR37L1",0.00242309019141711,0.10415675200004,"GO:0007188"
"1538","RFPL2","cluster_000163","#39558CFF","RFPL2","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","4/139","OR5V1;OR2H1;OR12D3;OR12D2",2.5230763441231e-05,0.00086730332656441,"GO:0050911"
"1539","RFPL1S","cluster_000012","#46085BFF","RFPL1S","","Type III Interferon-Mediated Signaling Pathway ","3/10","IFNL2;IFNL1;IFNL3",2.08096756771009e-06,0.000250756591909066,"GO:0038196"
"1540","RAI2","cluster_000590","#DFE318FF","RAI2","","Small GTPase Mediated Signal Transduction ","2/112","BCR;RERG",0.0019774878100937,0.0559104883296746,"GO:0007264"
"1541","RAI1","cluster_000335","#1F9A8AFF","RAI1","","Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process ","1/5","AGO2",0.00474139160939957,0.0770654482036948,"GO:0042985"
"1542","MASP2","cluster_000323","#1F958BFF","MASP2","","Regulation Of Antigen Receptor-Mediated Signaling Pathway ","1/6","RC3H1",0.00598569086674517,0.0510896386133279,"GO:0050854"
"1543","KIF1C","cluster_000502","#80D34DFF","KIF1C","","Dense Core Granule Cytoskeletal Transport ","1/6","KIF1C",0.00449206839321453,0.0445456660489011,"GO:0099519"
"1544","CTSC","cluster_000259","#287C8EFF","CTSC","","T Cell Activation ","5/111","CD84;CD4;PTPRC;CD7;LCP1",1.17439418327703e-07,4.4274660709544e-05,"GO:0042110"
"1545","CHL1","cluster_000137","#3E4989FF","CHL1","","Negative Regulation Of Cellular Response To Insulin Stimulus ","2/27","APLP2;PIP4K2C",0.000603321986161385,0.10951668082407,"GO:1900077"
"1546","GIPC1","cluster_000570","#CAE11FFF","GIPC1","","Positive Regulation Of Cytokinesis ","2/39","GIPC1;ECT2",0.000285100420253275,0.0178086325700562,"GO:0032467"
"1547","NUP50","cluster_000019","#460C5FFF","NUP50","","Proteasomal Protein Catabolic Process ","5/220","ERLEC1;PSMC3;PSMA2;PSMC2;RBX1",8.35254227136508e-05,0.013900666751958,"GO:0010498"
"1548","KDM5B","cluster_000479","#6ACD5BFF","KDM5B","","Embryonic Skeletal System Development ","2/34","WNT5A;SOX11",0.000290474099652057,0.0435993335521486,"GO:0048706"
"1549","TOB2","cluster_000413","#35B779FF","TOB2","","Hippo Signaling ","2/17","LATS2;AMOTL2",9.1789656494553e-05,0.025058576223013,"GO:0035329"
"1550","PLK2","cluster_000455","#55C568FF","PLK2","","Negative Regulation Of Trophoblast Cell Migration ","1/5","GJA1",0.00399394544865564,0.0769494490320904,"GO:1901164"
"1551","ZMYND11","cluster_000192","#33628DFF","ZMYND11","","Positive Regulation Of Lipoprotein Particle Clearance ","1/5","LDLRAP1",0.00598613898759602,0.0944184478312565,"GO:0010986"
"1552","SRSF10","cluster_000355","#1FA187FF","SRSF10","","Regulation Of G2/M Transition Of Mitotic Cell Cycle ","2/35","AVEN;CDC7",0.0004993126391263,0.054924390303893,"GO:0010389"
"1553","POP4","cluster_000119","#424186FF","POP4","","DNA-templated Transcription Initiation ","4/59","TFAM;POLR2G;POLR2I;GTF2F1",1.32614655025195e-06,0.000282469215203666,"GO:0006352"
"1554","ARPP19","cluster_000019","#460C5FFF","ARPP19","","Proteasomal Protein Catabolic Process ","5/220","ERLEC1;PSMC3;PSMA2;PSMC2;RBX1",8.35254227136508e-05,0.013900666751958,"GO:0010498"
"1555","ZNF266","cluster_000092","#463480FF","ZNF266","","Visual Perception ","2/101","CACNA1F;NXNL2",0.0100178506582506,0.12097145822872,"GO:0007601"
"1556","WDR4","cluster_000257","#287C8EFF","WDR4","","Maturation Of LSU-rRNA ","2/20","NOP2;URB1",0.000216835630439027,0.0258034400222442,"GO:0000470"
"1557","SLC17A3","cluster_000291","#23898EFF","SLC17A3","","Central Nervous System Myelination ","2/11","CLU;B4GALT5",5.74219267049387e-05,0.0157336079171532,"GO:0022010"
"1558","NCKAP1","cluster_000255","#297B8EFF","NCKAP1","","Zinc Ion Transport ","2/23","SLC30A6;SLC39A6",0.000288157763042451,0.0570552370824054,"GO:0006829"
"1559","VAMP5","cluster_000271","#26818EFF","VAMP5","","T Cell Chemotaxis ","2/10","CXCL10;CXCL11",4.70112556271839e-05,0.00733375587784069,"GO:0010818"
"1560","ZNF273","cluster_000558","#BCDF26FF","ZNF273","","Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage ","2/49","CHEK2;IKBKE",0.000450812707937906,0.0488186336930795,"GO:0008630"
"1561","ZNF460","cluster_000013","#46085CFF","ZNF460","","DNA Repair ","5/291","RRM1;TDG;RFWD3;TOPBP1;PMS1",0.000646627364548803,0.143207102692778,"GO:0006281"
"1562","ZNF268","cluster_000356","#1FA187FF","ZNF268","","RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile ","4/180","RBM41;RBM4B;WDR83;SRSF6",2.21278051030209e-05,0.00174181673760651,"GO:0000377"
"1563","MTHFD2","cluster_000128","#404588FF","MTHFD2","","Regulation Of Primary Metabolic Process ","2/43","LACTB;MACROH2A1",0.00153162161815047,0.0869550866789716,"GO:0080090"
"1564","ADCY2","cluster_000452","#52C569FF","ADCY2","","Chloride Transmembrane Transport ","2/48","SLC5A1;SLC12A7",0.000662444042055785,0.0507594097401718,"GO:1902476"
"1565","CFTR","cluster_000120","#424186FF","CFTR","","Cellular Response To cAMP ","2/31","CFTR;HCN2",0.000857068831641028,0.0717784130340695,"GO:0071320"
"1566","SEPTIN9","cluster_000126","#404588FF","SEPTIN9","","Protein Localization To Microtubule Organizing Center ","2/15","CEP131;CSNK1D",0.000182291841891916,0.0203896746162721,"GO:1905508"
"1567","SEC24A","cluster_000532","#A0DA39FF","SEC24A","","COPII-coated Vesicle Budding ","2/36","SEC24A;PDCD6",0.000282782621321006,0.0371472775024038,"GO:0090114"
"1568","CCR9","cluster_000337","#1E9B8AFF","CCR9","","Neuromuscular Process Controlling Balance ","1/13","SHANK1",0.0122833981550329,0.0656974704052913,"GO:0050885"
"1569","GJB6","cluster_000188","#34608DFF","GJB6","","Negative Regulation Of Peptidase Activity ","2/60","SERPINB2;SPOCK3",0.00234106985124172,0.0719269301818587,"GO:0010466"
"1570","ENTR1","cluster_000496","#7BD151FF","ENTR1","","Positive Regulation Of Cilium Assembly ","2/22","ENTR1;KCTD17",0.000120229631930328,0.0181546744214796,"GO:0045724"
"1571","HSPH1","cluster_000171","#38598CFF","HSPH1","","Mitochondrial RNA Metabolic Process ","3/20","PNPT1;MTERF3;TBRG4",1.93923039411542e-06,0.000387846078823084,"GO:0000959"
"1572","STARD10","cluster_000503","#81D34DFF","STARD10","","Regulation Of Protein Targeting ","1/5","PRKN",0.00374469708393798,0.0547216413954213,"GO:1903533"
"1573","WASF3","cluster_000101","#453882FF","WASF3","","Ethanol Oxidation ","3/7","ADH4;ADH1B;ADH1A",9.5546338672213e-08,2.48420480547754e-05,"GO:0006069"
"1574","NOXA1","cluster_000365","#21A585FF","NOXA1","","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00474139160939957,0.087894065778322,"GO:0010310"
"1575","UTP14A","cluster_000497","#7BD250FF","UTP14A","","rRNA Processing ","3/101","NOP56;PRKDC;NOLC1",5.44194447807308e-05,0.0106662111770232,"GO:0006364"
"1576","CPLX2","cluster_000359","#20A386FF","CPLX2","","Embryonic Hindlimb Morphogenesis ","1/5","TBX4",0.00474139160939957,0.0877349369877083,"GO:0035116"
"1577","CPLX1","cluster_000548","#B1DD2EFF","CPLX1","","Lymphocyte Apoptotic Process ","1/7","CLC",0.00454175360916762,0.0679293359439598,"GO:0070227"
"1578","SPINT3","cluster_000314","#20928CFF","SPINT3","","Positive Regulation Of Skeletal Muscle Fiber Development ","1/5","MYF5",0.00499044069595166,0.0463231630643067,"GO:0048743"
"1579","FRS3","cluster_000005","#450357FF","FRS3","","tRNA Methylation ","2/36","WDR6;TRMT44",0.0082578203549346,0.308357648710365,"GO:0030488"
"1580","NEU3","cluster_000326","#1F968BFF","NEU3","","Protein Depolymerization ","2/28","NCKAP5L;MICAL2",0.000353548778718723,0.048436182684465,"GO:0051261"
"1581","CEACAM3","cluster_000401","#2EB37CFF","CEACAM3","","Dendritic Cell Chemotaxis ","2/15","CXCR1;CXCR2",7.09377548793532e-05,0.00365185343218539,"GO:0002407"
"1582","ALDH1L1","cluster_000220","#2E6D8EFF","ALDH1L1","","Regulation Of Steroid Metabolic Process ","2/21","ACADL;RORC",0.000262144756571282,0.0309330812754113,"GO:0019218"
"1583","PPP1R17","cluster_000136","#3E4989FF","PPP1R17","","Positive Regulation Of Dendritic Cell Cytokine Production ","2/8","KIT;PLCG2",4.88949652785312e-05,0.0189223515627916,"GO:0002732"
"1584","TUBGCP2","cluster_000464","#5CC863FF","TUBGCP2","","Response To DNA Damage Checkpoint Signaling ","1/5","FBH1",0.00399394544865564,0.0780045619837323,"GO:0072423"
"1585","CLPX","cluster_000019","#460C5FFF","CLPX","","Proteasomal Protein Catabolic Process ","5/220","ERLEC1;PSMC3;PSMA2;PSMC2;RBX1",8.35254227136508e-05,0.013900666751958,"GO:0010498"
"1586","PDE10A","cluster_000264","#277F8EFF","PDE10A","","Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway ","4/284","PXN;IRS2;EFNA5;PGF",0.000196896527301234,0.029738691603522,"GO:0007169"
"1587","SRCAP","cluster_000004","#440256FF","SRCAP","","Histone H3-K4 Methylation ","3/26","KMT2D;SETD1B;SETD1A",0.00019888399924703,0.0705075597985639,"GO:0051568"
"1588","POLR1G","cluster_000017","#460B5DFF","POLR1G","","Renal System Development ","2/58","SIX1;HAS2",0.00630292923678223,0.126620620910125,"GO:0072001"
"1589","CCL27","cluster_000297","#228B8DFF","CCL27","","Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway ","1/5","MAP2K6",0.00523943997247116,0.109480450523343,"GO:0035872"
"1590","RUVBL2","cluster_000278","#25838EFF","RUVBL2","","Regulation Of Embryonic Development ","2/62","RUVBL2;TLE6",0.00191163326183499,0.0912918153429142,"GO:0045995"
"1591","PGRMC1","cluster_000599","#E9E51AFF","PGRMC1","","Regulation Of Mitochondrial mRNA Stability ","1/6","FASTKD3",0.00359499844647963,0.0481209643523615,"GO:0044528"
"1592","CYP46A1","cluster_000093","#463480FF","CYP46A1","","Protein Localization To Membrane Raft ","1/5","CYP46A1",0.00747819282854126,0.0676552012782085,"GO:1903044"
"1593","SLC26A1","cluster_000157","#3B528BFF","SLC26A1","","Cellular Glucuronidation ","3/15","UGT1A4;UGT1A9;UGT2B7",7.77182354202614e-07,6.80034559927288e-05,"GO:0052695"
"1594","TSPAN9","cluster_000170","#38598CFF","TSPAN9","","Protein Modification Process ","5/711","ACVR1;CTDSP1;CDK3;SBF1;CLK3",0.00164572595415349,0.123208844029185,"GO:0036211"
"1595","USP19","cluster_000076","#472C7AFF","USP19","","V","2/12","DCAF1;LIG4",0.000151975440409444,0.0293312599990227,"D)J Recombination "
"1596","CEACAM7","cluster_000318","#20938CFF","CEACAM7","","Hepoxilin Metabolic Process ","1/7","ALOX15",0.00697999589418079,0.0974018292241928,"GO:0051121"
"1597","HCST","cluster_000259","#287C8EFF","HCST","","T Cell Activation ","5/111","CD84;CD4;PTPRC;CD7;LCP1",1.17439418327703e-07,4.4274660709544e-05,"GO:0042110"
"1598","CD300C","cluster_000022","#470E61FF","CD300C","","Negative Regulation Of Mast Cell Activation ","2/5","MILR1;CD300LF",3.88520160544551e-05,0.0165898108552523,"GO:0033004"
"1599","NMU","cluster_000010","#46065AFF","NMU","","Telencephalon Cell Migration ","1/5","HTR6",0.014170289742456,0.204434533169871,"GO:0022029"
"1600","FGL2","cluster_000271","#26818EFF","FGL2","","T Cell Chemotaxis ","2/10","CXCL10;CXCL11",4.70112556271839e-05,0.00733375587784069,"GO:0010818"
"1601","EDDM3A","cluster_000616","#FAE722FF","EDDM3A","","Pericardium Morphogenesis ","1/5","BMP7",0.00249770786419674,0.0385163547537699,"GO:0003344"
"1602","CFHR4","cluster_000372","#22A884FF","CFHR4","","Negative Regulation Of Protein Sumoylation ","1/6","FSCB",0.00538846593898824,0.0227896270372262,"GO:0033234"
"1603","SMR3B","cluster_000492","#76D153FF","SMR3B","","Cellular Response To Interleukin-1 ","2/81","CCL25;SPAM1",0.00164382289453363,0.048630098046123,"GO:0071347"
"1604","CEACAM8","cluster_000138","#3E4989FF","CEACAM8","","Notochord Development ","1/5","COL2A1",0.00673238988859165,0.138140245442619,"GO:0030903"
"1605","ACTL7A","cluster_000323","#1F958BFF","ACTL7A","","Regulation Of Antigen Receptor-Mediated Signaling Pathway ","1/6","RC3H1",0.00598569086674517,0.0510896386133279,"GO:0050854"
"1606","C1QL1","cluster_000226","#2D708EFF","C1QL1","","Axoneme Assembly ","2/41","TTC26;RSPH1",0.00100940571255747,0.0742796190171433,"GO:0035082"
"1607","MRPS30","cluster_000273","#26828EFF","MRPS30","","Glycolytic Process ","4/29","LDHA;PGK1;GAPDH;HK2",2.09659465993478e-08,4.6544401450552e-06,"GO:0006096"
"1608","NPFFR2","cluster_000337","#1E9B8AFF","NPFFR2","","Neuromuscular Process Controlling Balance ","1/13","SHANK1",0.0122833981550329,0.0656974704052913,"GO:0050885"
"1609","GPR83","cluster_000125","#414487FF","GPR83","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","3/139","OR13C9;OR13C5;OR13C4",0.000850335659318513,0.0234857251269088,"GO:0050911"
"1610","CEACAM4","cluster_000531","#9FDA3AFF","CEACAM4","","Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway ","1/6","ST18",0.00419311979869468,0.0645091199819838,"GO:2001269"
"1611","RAB10","cluster_000132","#3F4788FF","RAB10","","Intracellular Protein Transport ","5/325","RAB32;COPB2;FAM53C;TIMM23;E2F3",6.61100424150882e-05,0.028493428280903,"GO:0006886"
"1612","PPARGC1A","cluster_000597","#E7E419FF","PPARGC1A","","Regulation Of Membrane Depolarization ","2/20","NEDD4L;PTPN3",6.23251550199447e-05,0.00958401688551225,"GO:0003254"
"1613","MALT1","cluster_000484","#6FCE58FF","MALT1","","DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing ","1/5","RNF138",0.00374469708393798,0.0653036842060244,"GO:0010792"
"1614","LYVE1","cluster_000351","#1FA188FF","LYVE1","","Taurine Metabolic Process ","1/7","CDO1",0.00663198906678106,0.070549918540048,"GO:0019530"
"1615","YIF1A","cluster_000171","#38598CFF","YIF1A","","Mitochondrial RNA Metabolic Process ","3/20","PNPT1;MTERF3;TBRG4",1.93923039411542e-06,0.000387846078823084,"GO:0000959"
"1616","CPSF4","cluster_000098","#453781FF","CPSF4","","Positive Regulation Of Microtubule Polymerization Or Depolymerization ","2/26","RAC1;MAPRE1",0.000691239165097814,0.0950353890645207,"GO:0031112"
"1617","JTB","cluster_000077","#472C7AFF","JTB","","Regulation Of Supramolecular Fiber Organization ","2/24","HAX1;PRUNE1",0.000628216029972281,0.0867763384063059,"GO:1902903"
"1618","RUNDC3A","cluster_000214","#2F6B8EFF","RUNDC3A","","Regulation Of cGMP-mediated Signaling ","1/5","RUNDC3A",0.00573728911332865,0.0696208097793004,"GO:0010752"
"1619","DHRS4","cluster_000421","#3ABA76FF","DHRS4","","Regulation Of Monoatomic Ion Transmembrane Transporter Activity ","2/69","CHRM3;FXYD2",0.00154279380451973,0.0683830763603408,"GO:0032412"
